# U     kappa     energy     sem
 1.0   1.11077    2.596288    0.001654
 2.0   0.83508   13.930107    0.001289
 3.0   0.79022   26.712752    0.000999
 4.0   0.77157   39.528059    0.000794
 5.0   0.76159   52.354302    0.000654
 6.0   0.75531   65.181550    0.000610
 7.0   0.75099   78.016322    0.000671
 8.0   0.74769   90.846522    0.000810
 9.0   0.74549  103.673663    0.000993
10.0   0.74365  116.514177    0.001202
