# U   kappa   energy   sem
1.0 1.2603484541755126 -5.217238691481648 0.0022266457363549247
2.0 1.3644000532677032 4.225470033082053 0.0022050633785936137
3.0 1.5511577115501427 14.289006290975525 0.0019916392502018405
4.0 1.9173810396556106 24.458104357720224 0.0023556823176946163
5.0 1.908633006483044 32.911334636662765 0.002200274133001161
6.0 2.1537625248306393 42.23823523730975 0.0023687563425451408
7.0 2.208915919372757 50.73415006367319 0.002327691286396473
8.0 2.24946901342053 59.16121189667358 0.002269824916679773
9.0 2.5276904679008303 68.1611887656729 0.002458534678800547
10.0 2.810836796870475 76.98012313910327 0.0026200099927985616
