# U   E_kin   E_pot
1.0 -13.086620777936238 4.529270048933428
2.0 -13.085033133637284 9.05611562234224
3.0 -13.085033133637284 13.584173433513362
4.0 -13.085033133637284 18.11223124468448
5.0 -13.085033133637284 22.640289055855604
6.0 -13.085033133637284 27.168346867026724
7.0 -13.085033133637284 31.696404678197844
8.0 -13.085033133637284 36.22446248936896
9.0 -13.085033133637284 40.752520300540084
10.0 -13.085033133637284 45.28057811171121
