# U   kappa   energy   sem
1.0 0.16188887462360724 -18.670138080696614 0.0004104105776743873
2.0 0.2977563707743719 -6.949047526904584 0.0006652707132951492
3.0 0.6889998609685116 4.919898008462933 0.001515726465583969
4.0 0.7364328941257933 15.006664460484396 0.0014453703250970292
5.0 1.191853222169136 26.600998377361865 0.00224818409717023
6.0 1.2162862619391623 35.8773268580499 0.0021479171318289844
7.0 1.4158442682032784 45.7643603942492 0.0022964188742258616
8.0 1.4342106537268047 54.76823369633212 0.0022126257496932183
9.0 1.5130520064670607 63.881248519848626 0.002204915355901013
10.0 1.9746300264611671 73.54446706675631 0.0023457870161609595
