# N  count
1 3
2 41
3 339
4 1577
5 5217
6 13715
7 28884
8 50138
9 73215
10 90414
11 94977
12 85734
13 67032
14 45431
15 26929
16 13843
17 6224
18 2412
19 771
20 206
21 39
22 4
