# N  count
0 4
1 78
2 613
3 3100
4 10543
5 27105
6 54221
7 86389
8 110892
9 117546
10 103897
11 76687
12 47746
13 25062
14 11085
15 4087
16 1258
17 357
18 73
19 7
20 1
