# N  count
0 2
1 22
2 205
3 1057
4 4120
5 12211
6 28483
7 52570
8 79254
9 99968
10 105496
11 93763
12 70817
13 45526
14 24872
15 11764
16 4751
17 1583
18 455
19 111
20 18
21 2
