# N  count
1 1
2 19
3 108
4 512
5 1987
6 5998
7 14409
8 28686
9 47885
10 67763
11 82483
12 87844
13 81658
14 65889
15 46843
16 29211
17 16061
18 7756
19 3224
20 1187
21 421
22 135
23 35
24 6
25 1
