# N  count
0 12020
1 93307
2 347924
3 831337
4 1411770
5 1817954
6 1851392
7 1526458
8 1040576
9 596448
10 287850
11 120069
12 44258
13 13809
14 3760
15 849
16 174
17 37
18 8
