# N  count
0 5640
1 49952
2 208246
3 551019
4 1046903
5 1521976
6 1760935
7 1672841
8 1329326
9 896567
10 518709
11 260137
12 113657
13 43185
14 14813
15 4515
16 1262
17 270
18 45
19 2
