# N  count
0 4243
1 37554
2 162188
3 444589
4 885301
5 1358260
6 1665055
7 1688099
8 1435976
9 1037715
10 649179
11 353250
12 169566
13 70541
14 26306
15 8687
16 2522
17 688
18 192
19 52
20 16
21 14
22 7
