0.5,-1.7655644370746373,-1.6364116575618237,0.0005390921133169706
1.0,-1.5615528128088303,-1.5286525616205133,0.0001637359860475928
1.5,-1.3860009363293826,-1.420913005656335,0.00021159543825128573
2.0,-1.2360679774997898,-1.3130443168479016,0.0005870899883767688
2.5,-1.1084952830141508,-1.2046607867094397,0.000963233652255518
3.0,-1.0,-1.097229032714264,0.001338177284345117
3.5,-0.9075364531836625,-0.990864159410143,0.0017117710195373118
4.0,-0.8284271247461903,-0.8830787867157839,0.0020871606696974926
4.5,-0.7603986446980739,-0.7739562848674647,0.002464240043178428
5.0,-0.7015621187164243,-0.6685365001240653,0.0028366379791554524
5.5,-0.650367627183861,-0.5636309254238291,0.0032083679327635133
6.0,-0.6055512754639891,-0.45161112619749355,0.0035891308966769257
6.5,-0.5660843806184368,-0.34398155178184314,0.00396432333321551
7.0,-0.5311288741492746,-0.23640385682503412,0.004339450182064618
7.5,-0.5,-0.13669362161285148,0.004704589552325679
8.0,-0.4721359549995796,-0.023523893727978338,0.005086824357020824
8.5,-0.4470735570139839,0.0910395675334468,0.005470776647227387
9.0,-0.42442890089805196,0.192072720048698,0.005837636666152541
9.5,-0.40388203202207595,0.30441950508937193,0.0062187832710925905
10.0,-0.38516480713450374,0.4077641210331996,0.006588568709823199
